院校名称,招生代码,招生专业,招生批次,招生人数,学费,年制
华北电力大学(北京),35,计算机类(含计算机科学与技术、软件工程、信息安全、物联网工程、智能科学与技术),理科本一批,9,5500,4
华北电力大学(北京),36,管理科学与工程类(含信息管理与信息系统、工程管理),理科本一批,5,5000,4
华北电力大学(北京),37,经济学类(含金融学、经济学),理科本一批,3,5000,4
华北电力大学(北京),38,能源动力类(新能源)(含新能源科学与工程、新能源材料与器件),理科本一批,7,5500,4
华北电力大学(北京),39,水利类(含水利水电工程、水文与水资源工程),理科本一批,4,5500,4
华北电力大学(北京),40,核工程类(含核工程与核技术、辐射防护与核安全),理科本一批,6,5500,4
华北电力大学(北京),41,环境科学与工程类(含应用化学、环境科学),理科本一批,5,5500,4
华北电力大学(北京),42,数学类(含信息与计算科学),理科本一批,2,5500,4
华北电力大学(北京),43,物理学类(含应用物理学),理科本一批,1,5500,4
华北电力大学(北京),44,工商管理类(含会计学、财务管理、工商管理、人力资源管理、市场营销),理科本一批,9,5000,4
东北财经大学,02,金融学类(含金融学、金融工程、投资学、保险学；二年级依据个人意愿、学习成绩、综合表现和学校相关规定在所录取专业类内确定专业),文科本一批,2,4500,4
东北财经大学,03,国际经济与贸易,文科本一批,1,4500,4
东北财经大学,04,日语,文科本一批,1,5100,4
东北财经大学,05,新闻传播学类(含新闻学、广告学；二年级依据个人意愿、学习成绩、综合表现和学校相关规定在所录取专业类内确定专业),文科本一批,1,4500,4
东北财经大学,06,工商管理类(含会计学、财务管理、资产评估；会计学按普通会计学方向培养；二年级依据个人意愿、学习成绩、综合表现和学校相关规定在所录取专业类内确定专业),文科本一批,1,4500,4
东北财经大学,07,会计学(注册会计师方向和创新人才培养实验班)(按注册会计师方向、创新人才培养实验班培养；二年级依据个人意愿、学习成绩、综合表现和学校相关规定确定具体专业方向),文科本一批,1,4500,4
东北财经大学,08,会计学(国际会计方向)(按ACCA、CPA方向培养；二年级依据个人意愿、学习成绩、综合表现和学校相关规定确定具体专业方向),文科本一批,1,4500,4
东北财经大学,04,金融学类(含金融学、金融工程、投资学、保险学；二年级依据个人意愿、学习成绩、综合表现和学校相关规定在所录取专业类内确定专业),理科本一批,3,4500,4
东北财经大学,05,经济统计学,理科本一批,1,4500,4
东北财经大学,06,应用统计学,理科本一批,1,4500,4
东北财经大学,07,计算机科学与技术,理科本一批,1,5100,4
东北财经大学,08,管理科学与工程类(含管理科学、信息管理与信息系统、大数据管理与应用；二年级依据个人意愿、学习成绩、综合表现和学校相关规定在所录取专业类内确定专业),理科本一批,2,4500,4
东北财经大学,09,管理科学与工程类(含工程管理、房地产开发与管理；二年级依据个人意愿、学习成绩、综合表现和学校相关规定在所录取专业类内确定专业),理科本一批,1,4500,4
东北财经大学,10,工商管理类(含会计学、财务管理、资产评估；会计学按普通会计学方向培养；二年级依据个人意愿、学习成绩、综合表现和学校相关规定在所录取专业类内确定专业),理科本一批,1,4500,4
东北财经大学,11,会计学(注册会计师方向和创新人才培养实验班)(按注册会计师方向、创新人才培养实验班培养；二年级依据个人意愿、学习成绩、综合表现和学校相关规定确定具体专业方向),理科本一批,1,4500,4
东北财经大学,12,会计学(国际会计方向)(按ACCA、CPA方向培养；二年级依据个人意愿、学习成绩、综合表现和学校相关规定确定具体专业方向),理科本一批,1,4500,4
东北财经大学(中外合作),09,工商管理(与英国萨里大学合作办学)(只录取有专业志愿考生；英语成绩115分(含)以上，首年强化英语学习，升入大二时要求英文水平必须能够适应全英文授课环境),文科本一批,3,60000,4
东北财经大学(中外合作),10,财务管理(与英国萨里大学合作办学)(只录取有专业志愿考生；英语成绩115分(含)以上，首年强化英语学习，升入大二时要求英文水平必须能够适应全英文授课环境),文科本一批,4,60000,4
东北财经大学(中外合作),11,旅游管理(与英国萨里大学合作办学)(只录取有专业志愿考生；英语成绩115分(含)以上，首年强化英语学习，升入大二时要求英文水平必须能够适应全英文授课环境),文科本一批,2,60000,4
东北财经大学(中外合作),13,工商管理(中外合作办学)(与英国萨里大学合作办学；只录取有专业志愿考生，英语成绩115分(含)以上；首年强化英语学习，升入大二时要求英文水平必须能够适应全英文授课环境),理科本一批,6,60000,4
东北财经大学(中外合作),14,财务管理(中外合作办学)(与英国萨里大学合作办学；只录取有专业志愿考生，英语成绩115分(含)以上；首年强化英语学习，升入大二时要求英文水平必须能够适应全英文授课环境),理科本一批,7,60000,4
东北财经大学(中外合作),15,旅游管理(中外合作办学)(与英国萨里大学合作办学；只录取有专业志愿考生，英语成绩115分(含)以上；首年强化英语学习，升入大二时要求英文水平必须能够适应全英文授课环境),理科本一批,2,60000,4
哈尔滨工业大学(深圳),06,机械类(含机械设计制造及其自动化),理科本一批,3,6230,4
哈尔滨工业大学(深圳),07,计算机类(含计算机科学与技术),理科本一批,3,6230,4
哈尔滨工业大学(深圳),08,材料类(含材料科学与工程),理科本一批,3,6230,4
哈尔滨工业大学(深圳),09,土木类(含土木工程),理科本一批,4,6230,4
哈尔滨工业大学(深圳),10,电子信息类(含通信工程),理科本一批,4,6230,4
哈尔滨工业大学(深圳),11,经济学类(含经济学),理科本一批,4,6230,4
哈尔滨工业大学(深圳),12,环境科学与工程类(含环境工程),理科本一批,3,6230,4
哈尔滨工业大学(深圳),13,自动化类(含自动化),理科本一批,3,6230,4
哈尔滨工业大学(深圳),14,电气类(含电气工程及其自动化),理科本一批,2,6230,4
哈尔滨工业大学(深圳),15,建筑类(含建筑学、城乡规划),理科本一批,2,6230,5
哈尔滨工业大学(深圳),16,数学类(含数据科学与大数据技术),理科本一批,4,6230,4
上海师范大学,01,档案学,文科本一批,3,5000,4
上海师范大学,02,公共管理类(含行政管理、劳动与社会保障专业),文科本一批,6,5000,4
上海师范大学,03,法语(外语语种为英语、法语),文科本一批,4,5000,4
上海师范大学,04,地理科学(师范)(建议无色盲),文科本一批,4,5000,4
上海师范大学,05,法学,文科本一批,4,5000,4
上海师范大学,06,公共事业管理(师范),文科本一批,5,5000,4
上海师范大学,07,汉语言文学(师范),文科本一批,5,5000,4
上海师范大学,08,经济学,文科本一批,4,5000,4
上海师范大学,09,汉语国际教育,文科本一批,7,5000,4
上海师范大学,10,汉语言文学(基地班),文科本一批,2,5000,4
上海师范大学,11,历史学(师范),文科本一批,4,5000,4
上海师范大学,12,人力资源管理,文科本一批,7,5000,4
上海师范大学,13,日语(外语语种为英语、日语),文科本一批,4,5000,4
上海师范大学,14,旅游管理类(含旅游管理、酒店管理、会展经济与管理专业),文科本一批,9,5000,4
上海师范大学,15,新闻传播学类(含广告学、广播电视学、编辑出版学专业),文科本一批,10,5000,4
上海师范大学,16,英语(外语语种为英语),文科本一批,4,5000,4
上海师范大学,17,哲学,文科本一批,3,5000,4
上海师范大学,18,世界史,文科本一批,4,5000,4
上海师范大学,19,文化产业管理,文科本一批,2,5000,4
上海师范大学,20,工商管理类(含财务管理、资产评估、电子商务专业),文科本一批,4,5000,4
上海师范大学,01,地理科学类(含地理信息科学、人文地理与城乡规划专业；建议无色盲),理科本一批,10,5000,4
上海师范大学,02,电子信息类(含通信工程、电子信息工程、计算机科学与技术、电气工程及其自动化、机械设计制造及其自动化专业；建议无色盲),理科本一批,26,5000,4
上海师范大学,03,化学类(含应用化学、化学工程与工艺专业；建议无色弱),理科本一批,10,5000,4
上海师范大学,04,环境工程(建议无色弱),理科本一批,4,5000,4
上海师范大学,05,工商管理类(含财务管理、资产评估、电子商务专业),理科本一批,4,5000,4
上海师范大学,06,工程管理(建议近视不高于800度),理科本一批,8,5000,4
上海师范大学,07,金融学类(含金融学、金融工程、信用管理、投资学、保险学专业),理科本一批,15,5000,4
上海师范大学,08,计算机科学与技术(师范)(建议无色盲),理科本一批,4,5000,4
上海师范大学,09,旅游管理类(含旅游管理、酒店管理、会展经济与管理专业),理科本一批,5,5000,4
上海师范大学,10,食品安全与检测(建议无色弱),理科本一批,4,5000,4
上海师范大学,11,物理学(师范)(建议无色盲),理科本一批,2,5000,4
上海师范大学,12,生物科学类(含生物技术、生物科学专业；建议无色弱),理科本一批,8,5000,4
上海师范大学,13,数学类(含数学与应用数学、信息与计算科学、统计学专业),理科本一批,7,5000,4
上海师范大学,14,物理学(建议无色盲),理科本一批,5,5000,4
上海师范大学,15,土木工程(道桥工程)(建议近视不高于800度),理科本一批,4,5000,4
上海师范大学(中外合作),21,经济学(中美合作),文科本一批,7,15000,4
上海师范大学(中外合作),22,经济学(中法合作),文科本一批,5,15000,4
上海师范大学(中外合作),23,园艺(中荷合作)(建议无色弱),文科本一批,3,15000,4
上海师范大学(中外合作),16,电子信息工程(中美合作)(建议无色盲),理科本一批,5,15000,4
上海师范大学(中外合作),17,汽车服务工程(中德合作)(建议无色盲),理科本一批,7,15000,4
上海师范大学(中外合作),18,机械设计制造及其自动化(中美合作)(建议无色盲),理科本一批,5,15000,4
上海师范大学(中外合作),19,土木工程(中英合作)(建议近视不高于800度),理科本一批,8,15000,4
上海师范大学(中外合作),20,计算机科学与技术(中法合作)(建议无色盲),理科本一批,5,15000,4
上海师范大学(中外合作),21,园艺(中荷合作)(建议无色弱),理科本一批,4,15000,4
黑龙江大学,09,旅游管理,文科本一批,3,3500,4
黑龙江大学,10,汉语言文学,文科本一批,2,4180,4
黑龙江大学,11,法学(中俄学院授课),文科本一批,2,6000,4
黑龙江大学,12,汉语国际教育,文科本一批,2,4000,4
黑龙江大学,13,金融学,文科本一批,2,6000,4
黑龙江大学,14,法学,文科本一批,2,6000,4
黑龙江大学,03,机械设计制造及其自动化,理科本一批,3,5500,4
黑龙江大学,04,计算机科学与技术,理科本一批,3,6000,4
黑龙江大学,05,水利水电工程,理科本一批,2,4000,4
黑龙江大学,06,电气工程及其自动化,理科本一批,2,5500,4
黑龙江大学,07,数据科学与大数据技术,理科本一批,2,5000,4
黑龙江大学,08,数学与应用数学(中俄学院授课),理科本一批,2,6000,4
黑龙江大学,09,网络工程,理科本一批,2,5500,4
黑龙江大学,10,网络空间安全,理科本一批,3,5000,4
黑龙江大学,11,植物保护,理科本一批,2,4000,4
黑龙江大学,12,金融学(中俄学院授课),理科本一批,2,6000,4
黑龙江大学,13,电子信息类(含电子信息工程、通信工程、电子科学与技术、光电信息科学与工程、电子信息科学与技术、物联网工程),理科本一批,3,6000,4
江苏大学,01,保险学,文科本一批,2,5200,4
江苏大学,02,财务管理,文科本一批,2,5200,4
江苏大学,03,法学,文科本一批,2,5200,4
江苏大学,04,公共事业管理,文科本一批,2,5200,4
江苏大学,05,汉语言文学,文科本一批,2,5200,4
江苏大学,06,汉语言文学(师范),文科本一批,2,5200,4
江苏大学,07,金融学,文科本一批,2,5200,4
江苏大学,08,国际经济与贸易,文科本一批,3,5200,4
江苏大学,09,人力资源管理,文科本一批,2,5200,4
江苏大学,10,市场营销,文科本一批,2,5200,4
江苏大学,11,汉语国际教育,文科本一批,2,5200,4
江苏大学,12,英语(师范),文科本一批,2,5200,4
江苏大学,04,机械电子工程,理科本一批,2,6380,4
江苏大学,05,交通工程,理科本一批,3,5800,4
江苏大学,06,金融数学,理科本一批,2,5200,4
江苏大学,07,教育技术学(师范),理科本一批,2,5200,4
江苏大学,08,交通运输,理科本一批,3,5800,4
江苏大学,09,安全工程,理科本一批,2,6380,4
江苏大学,10,材料类(含材料科学与工程、冶金工程、高分子材料与工程),理科本一批,6,5800,4
江苏大学,11,材料成型及控制工程,理科本一批,5,6380,4
江苏大学,12,测控技术与仪器,理科本一批,2,5800,4
江苏大学,13,车辆工程,理科本一批,3,5800,4
江苏大学,14,电气工程及其自动化,理科本一批,3,6380,4
江苏大学,15,电子商务,理科本一批,3,5200,4
江苏大学,16,电子信息工程,理科本一批,5,5800,4
江苏大学,17,工程管理,理科本一批,2,5200,4
江苏大学,18,复合材料与工程,理科本一批,4,6380,4
江苏大学,19,工程力学,理科本一批,2,5800,4
江苏大学,20,工商管理,理科本一批,2,5720,4
江苏大学,21,工业设计,理科本一批,2,5800,4
江苏大学,22,工业工程,理科本一批,2,5720,4
江苏大学,23,光电信息科学与工程,理科本一批,2,5800,4
江苏大学,24,化学工程与工艺,理科本一批,2,6380,4
江苏大学,25,化学类(含化学、应用化学),理科本一批,5,5500,4
江苏大学,26,环境工程,理科本一批,2,6380,4
江苏大学,27,机械设计制造及其自动化,理科本一批,2,6380,4
江苏大学,28,计算机科学与技术,理科本一批,2,6380,4
江苏大学,29,建筑环境与能源应用工程,理科本一批,3,5800,4
江苏大学,30,金属材料工程,理科本一批,3,6380,4
江苏大学,31,临床医学,理科本一批,2,7480,5
江苏大学,32,能源与动力工程,理科本一批,9,6380,4
江苏大学,33,农业机械化及其自动化,理科本一批,2,6380,4
江苏大学,34,农业电气化,理科本一批,2,6380,4
江苏大学,35,生物技术,理科本一批,2,5500,4
江苏大学,36,食品科学与工程类(含食品科学与工程、食品质量与安全),理科本一批,5,6380,4
江苏大学,37,数学与应用数学,理科本一批,2,5500,4
江苏大学,38,数学与应用数学(师范),理科本一批,2,5500,4
江苏大学,39,通信工程,理科本一批,2,6380,4
江苏大学,40,统计学,理科本一批,2,5500,4
江苏大学,41,物联网工程,理科本一批,3,5800,4
江苏大学,42,土木工程,理科本一批,4,5800,4
江苏大学,43,新能源科学与工程,理科本一批,3,6380,4
江苏大学,44,物流管理,理科本一批,5,5720,4
江苏大学,45,信息安全,理科本一批,2,6380,4
江苏大学,46,信息管理与信息系统,理科本一批,2,5720,4
江苏大学,47,制药工程,理科本一批,2,5800,4
江苏大学,48,医学影像学,理科本一批,4,7480,5
江苏大学,49,药学类(含药学、药物制剂),理科本一批,6,6800,4
江苏大学,50,智能科学与技术,理科本一批,2,5800,4
江苏大学,51,自动化,理科本一批,5,6380,4
江苏大学,52,医学检验技术,理科本一批,2,7480,4
南方医科大学,01,护理学(不招色盲、色弱者),文科本一批,3,7660,4
南方医科大学,02,外国语言文学类(含英语、翻译、商务英语),文科本一批,3,6850,4
南方医科大学,03,针灸推拿学(不招色盲、色弱者),文科本一批,1,7660,5
南方医科大学,04,中医学(不招色盲、色弱者),文科本一批,2,7660,5
南方医科大学,05,助产学(不招色盲、色弱者),文科本一批,3,7660,4
南方医科大学,06,康复治疗学(不招色盲、色弱者),文科本一批,2,7660,4
南方医科大学,07,法学(卫生法学),文科本一批,1,6060,4
南方医科大学,08,经济学(卫生经济与医疗保险),文科本一批,2,6060,4
南方医科大学,09,公共事业管理(培养医院管理、健康管理人才),文科本一批,2,6060,4
南方医科大学,10,中医学(名老中医传承班),文科本一批,1,7660,5
南方医科大学,11,护理(不招色盲、色弱者),文科专科批,10,7660,3
南方医科大学,01,法医学(不招色盲、色弱者),理科本一批,1,7660,5
南方医科大学,02,基础医学(不招色盲、色弱者),理科本一批,1,7660,5
南方医科大学,03,口腔医学(不招色盲、色弱者),理科本一批,1,7660,5
南方医科大学,04,精神医学(不招色盲、色弱者),理科本一批,2,7660,5
南方医科大学,05,临床医学(不招色盲、色弱者),理科本一批,5,7660,5
南方医科大学,06,临床医学(本硕博连读)(不招色盲、色弱者),理科本一批,4,7660,8
南方医科大学,07,临床医学(卓越创新班)(不招色盲、色弱者),理科本一批,1,7660,5
南方医科大学,08,生物医学工程(本硕连读培养)(不招色盲、色弱者),理科本一批,1,6850,4
南方医科大学,09,生物医学工程(大类招生，含医学影像工程、医学信息工程、医学物理学、医学仪器检测、医学电子工程方向，第一学年末分流；不招色盲、色弱者),理科本一批,4,6850,4
南方医科大学,10,药学(大类招生，含药学、药物制剂、药物化学方向，第二学年末分流；不招色盲、色弱者),理科本一批,1,7660,4
南方医科大学,11,医学实验技术(不招色盲、色弱者),理科本一批,1,7660,4
南方医科大学,12,医学影像学(不招色盲、色弱者),理科本一批,1,7660,5
南方医科大学,13,预防医学(大类招生，含预防医学、卓越创新班、食品安全与营养、卫生检验检疫方向，第二学年末分流；不招色盲、色弱者),理科本一批,1,7660,5
南方医科大学,14,针灸推拿学(不招色盲、色弱者),理科本一批,2,7660,5
南方医科大学,15,助产学(不招色盲、色弱者),理科本一批,1,7660,4
南方医科大学,16,康复治疗学(不招色盲、色弱者),理科本一批,1,7660,4
南方医科大学,17,基础医学(院士创新班)(不招色盲、色弱者),理科本一批,2,7660,5
南方医科大学,18,公共事业管理(培养医院管理、健康管理人才),理科本一批,1,6060,4
南方医科大学,19,护理学(不招色盲、色弱者),理科本一批,1,7660,4
南方医科大学,20,护理(7660元/年；不招色盲、色弱者),理科专科批,10,7660,3
北京中医药大学,01,中医学,文科本一批,1,5800,5
北京中医药大学,02,英语(医学),文科本一批,1,5800,4
北京中医药大学,24,中医学(卓越中医班)(5+3医),理科本一批,3,5800,8
北京中医药大学,25,中医学(卓越中西医班)(5+3医),理科本一批,2,5800,8
北京中医药大学,26,中医学(卓越中医儿科班)(5+3医),理科本一批,1,5800,8
北京中医药大学,27,中医学(卓越中医骨伤班)(5+3医),理科本一批,1,5800,8
北京中医药大学,28,中医学(卓越中医京华班)(5+3医),理科本一批,1,5800,8
北京中医药大学,29,药学,理科本一批,1,5800,4
北京中医药大学,30,中医学(卓越针推班)(5+3医),理科本一批,1,5800,8
北京中医药大学,31,中药学,理科本一批,5,5800,4
北京中医药大学,32,康复治疗学,理科本一批,2,5800,4
北京中医药大学,33,中医学(实验班),理科本一批,2,5800,5
北京中医药大学,34,公共管理类(含公共事业管理(卫生健康事业管理)、工商管理(大健康产业管理)、信息管理与信息系统(医药大数据管理)),理科本一批,3,5000,4
北京中医药大学,35,中医学,理科本一批,7,5800,5
北京中医药大学,36,中药制药,理科本一批,2,5800,4
北京中医药大学,37,法学(医药卫生),理科本一批,1,5000,4
北京中医药大学,38,英语(中医药国际传播),理科本一批,1,5800,4
北京中医药大学,39,药事管理,理科本一批,1,5800,4
北京中医药大学,40,针灸推拿学,理科本一批,4,5800,5
北京中医药大学,41,护理学,理科本二批,8,5000,4
中国石油大学(北京),01,工商管理类(含会计学、财务管理、信息管理与信息系统、市场营销),文科本一批,4,5000,4
中国石油大学(北京),02,英语(只招英语考生),文科本一批,5,5500,4
中国石油大学(北京),11,经济学类(含能源经济、金融学),理科本一批,4,5000,4
中国石油大学(北京),12,地质学,理科本一批,4,5500,4
中国石油大学(北京),13,数学与应用数学,理科本一批,5,5200,4
中国石油大学(北京),14,应用化学,理科本一批,3,5200,4
中国石油大学(北京),15,电子信息工程,理科本一批,4,5200,4
中国石油大学(北京),16,新能源科学与工程,理科本一批,4,5500,4
中国石油大学(北京),17,材料科学与工程,理科本一批,6,5200,4
中国石油大学(北京),18,机械类(含机械设计制造及其自动化、过程装备与控制工程、能源与动力工程),理科本一批,17,5200,4
中国石油大学(北京),19,化工与制药类(含化学工程与工艺、能源化学工程),理科本一批,7,5500,4
中国石油大学(北京),20,自动化,理科本一批,3,5200,4
中国石油大学(北京),21,计算机科学与技术,理科本一批,5,5200,4
中国石油大学(北京),22,资源勘查工程,理科本一批,3,5500,4
中国石油大学(北京),23,油气储运工程,理科本一批,4,5500,4
中国石油大学(北京),24,石油工程,理科本一批,11,5500,4
中国石油大学(北京),25,勘查技术与工程,理科本一批,5,5500,4
中国石油大学(北京),26,海洋油气工程,理科本一批,5,5500,4
中国石油大学(北京),27,环境科学与工程类(含环境工程、环境科学),理科本一批,4,5200,4
中国石油大学(北京),28,安全工程,理科本一批,2,5200,4
中国石油大学(北京),29,工商管理类(含会计学、财务管理、信息管理与信息系统、市场营销),理科本一批,4,5000,4
中国石油大学(北京)克拉玛依校区,01,经济学类(含经济学、金融学),文科本一批,2,3200,4
中国石油大学(北京)克拉玛依校区,02,俄语,文科本一批,2,3800,4
中国石油大学(北京)克拉玛依校区,01,资源勘查工程,理科本一批,6,3500,4
中国石油大学(北京)克拉玛依校区,02,石油工程,理科本一批,5,3500,4
中国石油大学(北京)克拉玛依校区,03,计算机类(含软件工程、数据科学与大数据技术),理科本一批,8,3500,4
中国石油大学(北京)克拉玛依校区,04,化学工程与工艺,理科本一批,4,3500,4
中国石油大学(北京)克拉玛依校区,05,机械类(含机械设计制造及其自动化、过程装备与控制工程),理科本一批,12,3500,4
中国石油大学(北京)克拉玛依校区,06,油气储运工程,理科本一批,5,3500,4
中国石油大学(北京)克拉玛依校区,07,经济学类(含经济学、金融学),理科本一批,6,3200,4
中国石油大学(北京)克拉玛依校区,08,会计学,理科本一批,2,3200,4
大连海事大学,01,法学,文科本一批,4,4800,4
大连海事大学,02,工商管理,文科本一批,2,4600,4
大连海事大学,03,行政管理,文科本一批,3,4600,4
大连海事大学,04,英语(外语语种为英语，需口试),文科本一批,3,5200,4
大连海事大学,05,政治学与行政学,文科本一批,3,4600,4
大连海事大学,28,安全工程,理科本一批,3,待定,4
大连海事大学,29,财务管理,理科本一批,3,4600,4
大连海事大学,30,测控技术与仪器,理科本一批,3,4600,4
大连海事大学,31,船舶与海洋工程,理科本一批,3,4600,4
大连海事大学,32,地理信息科学,理科本一批,2,4600,4
大连海事大学,33,电气工程及其自动化,理科本一批,5,5200,4
大连海事大学,34,电子商务,理科本一批,3,4600,4
大连海事大学,35,电子信息工程,理科本一批,3,5200,4
大连海事大学,36,电子信息科学与技术,理科本一批,3,4600,4
大连海事大学,37,法学,理科本一批,4,4800,4
大连海事大学,38,光电信息科学与工程,理科本一批,4,4600,4
大连海事大学,39,海洋科学,理科本一批,3,4600,4
大连海事大学,40,海洋资源与环境,理科本一批,3,4600,4
大连海事大学,41,环境工程,理科本一批,3,4600,4
大连海事大学,42,机械设计制造及其自动化,理科本一批,3,4600,4
大连海事大学,43,交通工程,理科本一批,3,待定,4
大连海事大学,44,交通管理,理科本一批,3,4700,4
大连海事大学,45,交通运输,理科本一批,5,4800,4
大连海事大学,46,轮机工程(陆上专业),理科本一批,3,4600,4
大连海事大学,47,能源与动力工程,理科本一批,3,4600,4
大连海事大学,48,软件工程(本科教学外语课程主要开设英语课),理科本一批,4,5200,4
大连海事大学,49,数据科学与大数据技术,理科本一批,3,5200,4
大连海事大学,50,通信工程,理科本一批,4,5200,4
大连海事大学,51,物联网工程,理科本一批,3,5200,4
大连海事大学,52,物流管理,理科本一批,4,4700,4
大连海事大学,53,信息管理与信息系统,理科本一批,3,4600,4
大连海事大学,54,英语(外语语种为英语，需口试),理科本一批,3,5200,4
大连海事大学,55,智能科学与技术,理科本一批,3,5200,4
大连海事大学,56,自动化,理科本一批,4,4600,4
南京邮电大学,02,翻译,文科本一批,4,5200,4
南京邮电大学,03,经济统计学,文科本一批,2,5200,4
南京邮电大学,04,英语,文科本一批,3,5200,4
南京邮电大学,05,人力资源管理,文科本一批,2,5200,4
南京邮电大学,06,日语,文科本一批,3,5200,4
南京邮电大学,07,公共事业管理,文科本一批,2,5200,4
南京邮电大学,08,广告学,文科本一批,2,5200,4
南京邮电大学,09,行政管理,文科本一批,2,5200,4
南京邮电大学,10,工商管理,文科本一批,2,5200,4
南京邮电大学,11,市场营销,文科本一批,3,5200,4
南京邮电大学,02,信息与计算科学,理科本一批,2,5500,4
南京邮电大学,03,教育技术学,理科本一批,3,5200,4
南京邮电大学,04,测控技术与仪器,理科本一批,2,5800,4
南京邮电大学,05,应用统计学,理科本一批,4,5500,4
南京邮电大学,06,电气工程及其自动化,理科本一批,3,5800,4
南京邮电大学,07,智能电网信息工程,理科本一批,2,5800,4
南京邮电大学,08,应用物理学,理科本一批,3,5500,4
南京邮电大学,09,电子信息工程,理科本一批,6,6380,4
南京邮电大学,10,通信工程,理科本一批,16,6380,4
南京邮电大学,11,材料物理,理科本一批,2,5800,4
南京邮电大学,12,高分子材料与工程,理科本一批,3,6380,4
南京邮电大学,13,电子科学与技术,理科本一批,5,6380,4
南京邮电大学,14,材料化学,理科本一批,2,6380,4
南京邮电大学,15,微电子科学与工程,理科本一批,4,6380,4
南京邮电大学,16,光电信息科学与工程,理科本一批,8,6380,4
南京邮电大学,17,自动化,理科本一批,3,5800,4
南京邮电大学,18,邮政工程,理科本一批,4,5800,4
南京邮电大学,19,广播电视工程,理科本一批,3,5800,4
南京邮电大学,20,计算机科学与技术,理科本一批,5,6380,4
南京邮电大学,21,网络工程,理科本一批,4,6380,4
南京邮电大学,22,软件工程(嵌入式培养),理科本一批,2,7800,4
南京邮电大学,23,电磁场与无线技术,理科本一批,3,5800,4
南京邮电大学,24,智能科学与技术,理科本一批,5,5800,4
南京邮电大学,25,物联网工程,理科本一批,4,6380,4
南京邮电大学,26,数字媒体技术,理科本一批,2,5800,4
南京邮电大学,27,测绘工程,理科本一批,3,5800,4
南京邮电大学,28,电子商务,理科本一批,2,5200,4
南京邮电大学,29,物流管理,理科本一批,3,5200,4
南京邮电大学,30,信息安全,理科本一批,4,6380,4
南京邮电大学,31,邮政管理,理科本一批,3,5200,4
南京邮电大学,32,生物医学工程,理科本一批,3,5800,4
南京邮电大学,33,信息管理与信息系统,理科本一批,3,5200,4
福建农林大学,01,农林经济管理,文科本一批,2,5460,4
福建农林大学,02,公共管理类(含行政管理、公共事业管理、劳动与社会保障),文科本二批,2,5460,4
福建农林大学,03,植物保护,理科本一批,8,5460,4
福建农林大学,04,农学,理科本一批,4,5460,4
福建农林大学,05,园艺,理科本一批,5,5460,4
福建农林大学,06,生态学,理科本一批,2,5460,4
福建农林大学,07,农业资源与环境,理科本一批,3,5460,4
福建农林大学,08,生物科学类(含生物科学、生物技术),理科本一批,3,5460,4
福建农林大学,09,林学类(含林学、森林保护),理科本一批,9,5460,4
福建农林大学,10,园林,理科本一批,2,5460,4
福建农林大学,11,风景园林,理科本一批,2,5460,4
福建农林大学,12,食品科学与工程,理科本一批,3,5460,4
福建农林大学,13,植物科学与技术,理科本二批,1,5460,4
福建农林大学,14,制药工程,理科本二批,1,5460,4
福建农林大学,15,设施农业科学与工程,理科本二批,1,5460,4
福建农林大学,16,动物医学,理科本二批,2,5460,4
福建农林大学,17,蜂学,理科本二批,7,5460,4
福建农林大学,18,水土保持与荒漠化防治,理科本二批,7,5460,4
福建农林大学,19,管理科学(安溪校区),理科本二批,2,5460,4
长沙理工大学,01,法学,文科本一批,2,5000,4
长沙理工大学,02,汉语言文学,文科本一批,2,4500,4
长沙理工大学,03,会计学,文科本一批,2,5000,4
长沙理工大学,04,金融学,文科本一批,2,5000,4
长沙理工大学,05,新闻学,文科本一批,2,6000,4
长沙理工大学,01,材料类(含无机非金属材料工程、新能源材料与器件),理科本一批,2,5900,4
长沙理工大学,02,财务管理,理科本一批,2,5000,4
长沙理工大学,03,测绘工程,理科本一批,2,5900,4
长沙理工大学,04,测控技术与仪器,理科本一批,2,5900,4
长沙理工大学,05,道路桥梁与渡河工程,理科本一批,2,5900,4
长沙理工大学,06,电气工程及其自动化,理科本一批,4,5900,4
长沙理工大学,07,给排水科学与工程,理科本一批,3,5900,4
长沙理工大学,08,工程管理,理科本一批,2,5900,4
长沙理工大学,09,环境工程,理科本一批,2,5900,4
长沙理工大学,10,化工与制药类(含应用化学、化学工程与工艺、轻化工程),理科本一批,2,5900,4
长沙理工大学,11,机械类(含机械设计制造及其自动化、材料成型及控制工程、车辆工程、汽车服务工程),理科本一批,10,5900,4
长沙理工大学,12,计算机科学与技术,理科本一批,3,5900,4
长沙理工大学,13,金融学,理科本一批,2,5000,4
长沙理工大学,14,交通运输类(含交通运输、交通工程、物流工程),理科本一批,3,5900,4
长沙理工大学,15,建筑类(含建筑学、城乡规划),理科本一批,2,5900,5
长沙理工大学,16,软件工程,理科本一批,2,5900,4
长沙理工大学,17,能源与动力工程,理科本一批,2,5900,4
长沙理工大学,18,水利类(含水利水电工程、港口航道与海岸工程、水文与水资源工程),理科本一批,8,5900,4
长沙理工大学,19,数据科学与大数据技术,理科本一批,2,5900,4
长沙理工大学,20,土木工程,理科本一批,7,5900,4
长沙理工大学,21,通信工程,理科本一批,2,5900,4
长沙理工大学,22,网络工程,理科本一批,2,5900,4
