院校名称,招生代码,招生专业,招生批次,招生人数,学费,年制
北京大学,47,考古学,文科本一批,1,5000,4
北京大学,48,中国语言文学类(含汉语言文学、汉语言、古典文献学、应用语言学),文科本一批,2,5000,4
北京大学,49,文科试验班类(包含专业详见学校招生章程或咨询学校),文科本一批,1,5300,4
北京大学,50,历史学类(含历史学(中国史)、世界史、外国语言与外国历史),文科本一批,1,5000,4
北京大学,51,国际政治(国政、外交学、国际政经),文科本一批,1,5000,4
北京大学,52,社会学类(含社会学、社会工作、人类学),文科本一批,1,5000,4
北京大学,53,哲学类(含哲学、宗教学、逻辑学(科技哲学)),文科本一批,1,5000,4
北京大学,54,法学,文科本一批,1,5000,4
北京大学,55,信息管理与信息系统,文科本一批,1,5000,4
北京大学,56,新闻传播学类(含新闻学、广播电视学、广告学、编辑出版学),文科本一批,1,5000,4
北京大学,57,经济学类(含经济学、金融学、国际经济与贸易、保险学、财政学、资源与环境经济学),文科本一批,1,5000,4
北京大学,58,工商管理类(含金融学、经济学(金融)、会计学、市场营销),文科本一批,1,5000,4
北京大学,59,公共管理类(含政治学与行政学、城市管理、行政管理),文科本一批,1,5000,4
北京大学,60,人文科学试验班(含艺术史论、戏剧与影视学类、艺术学理论类(文化产业)),文科本一批,1,5000,4
北京大学,61,英语,文科本一批,1,5000,4
北京大学,85,数学类(含数学与应用数学(数学)、数学与应用数学(概率统计)、数学与应用数学(科学与工程计算)、数学与应用数学(信息科学)、数学与应用数学(金融)、数据科学与大数据技术),理科本一批,1,5000,4
北京大学,86,天文学(天体物理、天文高新技术和应用),理科本一批,1,5000,4
北京大学,87,工科试验班类(含理论与应用力学、工程力学(工程结构分析)、能源与环境系统工程、航空航天工程、生物医学工程、材料科学与工程、机器人工程),理科本一批,1,5000,4
北京大学,88,电子信息类(含电子信息科学与技术、微电子科学与工程、电子信息工程、集成电路设计与集成系统),理科本一批,1,5300,4
北京大学,89,物理学类(含物理学、大气科学、核物理(核科学与技术)),理科本一批,1,5000,4
北京大学,90,计算机类(含计算机科学与技术、智能科学与技术、数据科学与大数据技术、软件工程),理科本一批,1,5300,4
北京大学,91,化学类(含化学、应用化学、材料化学、化学生物学),理科本一批,1,5000,4
北京大学,92,生物科学类(含生物科学、生物技术),理科本一批,1,5300,4
北京大学,93,地球物理学类(含地球物理学、地理信息科学(遥感与地理信息系统)、空间科学与技术),理科本一批,1,5000,4
北京大学,94,理科试验班类(包含专业详见学校招生章程或咨询学校),理科本一批,1,5300,4
北京大学,95,环境科学与工程类(含环境科学、环境工程、环境科学(环境管理)),理科本一批,1,5000,4
北京大学,96,心理学类(含心理学、应用心理学),理科本一批,1,5000,4
北京大学,97,城乡规划,理科本一批,1,5000,4
北京大学,98,公共管理类(含政治学与行政学、城市管理、行政管理),理科本一批,1,5000,4
北京大学,99,工商管理类(含金融学、经济学(金融)、会计学、市场营销),理科本一批,1,5000,4
北京大学,A0,经济学类(含经济学、金融学、国际经济与贸易、保险学、财政学、资源与环境经济学),理科本一批,1,5000,4
北京大学,A1,国际政治(国政、外交学、国际政经),理科本一批,1,5000,4
北京大学,A2,法学,理科本一批,1,5000,4
北京大学医学部,11,临床医学(色盲、色弱者不予录取),理科本一批,2,6000,5
北京大学医学部,12,口腔医学(色盲、色弱者不予录取),理科本一批,1,6000,5
北京大学医学部,13,预防医学(色盲、色弱者不予录取),理科本一批,3,6000,7
北京大学医学部,14,药学(色盲、色弱者不予录取),理科本一批,5,6000,6
北京大学医学部,15,基础医学(色盲、色弱者不予录取),理科本一批,7,6000,8
北京大学医学部,16,临床医学(色盲、色弱者不予录取),理科本一批,5,6000,8
北京大学医学部,17,口腔医学(色盲、色弱者不予录取),理科本一批,2,6000,8
清华大学,10,文科试验班类(经济、金融与管理)(含经济与金融(国际班)、会计学、信息管理与信息系统),文科本一批,1,5000,4
清华大学,39,工科试验班类(环境、化工与新材料)(含环境工程、环境工程(全球环境国际班)、高分子材料与工程、化学工程与工业生物工程、材料科学与工程),理科本一批,4,5000,4
清华大学,40,工科试验班类(自动化与工业工程)(含自动化、工业工程、信息管理与信息系统),理科本一批,3,5000,4
清华大学,41,工科试验班类(能源与电气)(含电气工程及其自动化、电气工程及其自动化(能源互联网国际班)、能源与动力工程、能源与动力工程(烽火班)、航空航天类、建筑环境与能源应用工程),理科本一批,4,5000,4
清华大学,42,工科试验班类(机械、航空与动力)(含机械工程、机械工程(实验班)、测控技术与仪器、能源与动力工程、能源与动力工程(烽火班)、车辆工程、车辆工程(车身方向)、工程力学(钱学森力学班)、航空航天类),理科本一批,8,5000,4
清华大学,43,理科试验班类(新雅书院)(含物理学等各专业),理科本一批,1,5000,4
清华大学,44,理科试验班类(化生)(含化学、化学生物学(化生基础科学班)、生物科学、药学、化学工程与工业生物工程、高分子材料与工程、生物医学工程),理科本一批,1,5000,4
清华大学,45,法学(含国际班),理科本一批,1,5000,4
清华大学,46,理科试验班类(经济、金融与管理)(含经济与金融(国际班)、会计学、信息管理与信息系统),理科本一批,1,5000,4
清华大学,47,理科试验班类(人文与社会)(含汉语言文学、历史学、哲学、英语、英语(世界文学与文化实验班)、日语、社会学、经济学、国际政治、国际政治(国际事务与全球治理)、心理学、新闻学(国际新闻实验班)、新闻学(融媒体新闻实验班)),理科本一批,1,5000,4
清华大学,48,理科试验班类(数理)(含数学与应用数学、物理学、数理基础科学、工程物理、工程物理(能源实验班)、材料科学与工程、航空航天类),理科本一批,4,5000,4
清华大学,49,电子信息类(含电子信息科学与技术、微电子科学与工程、生物医学工程),理科本一批,6,5000,4
清华大学,50,计算机类(含计算机科学与技术、计算机科学与技术(计算机科学实验班)、软件工程),理科本一批,3,5000,4
清华大学,51,土木类(含土木工程、工程管理、交通工程、水利科学与工程),理科本一批,5,5000,4
清华大学,52,临床医学类(医学实验班)(含临床医学),理科本一批,1,5000,8
清华大学,53,建筑类(含建筑学、城乡规划、风景园林),理科本一批,2,5000,5
清华大学,54,临床医学类(协和)(含临床医学),理科本一批,2,5000,8
浙江大学,07,人文科学试验班(含古典文献学、汉语言文学、哲学、历史学、文物与博物馆学；相关专业有悉尼大学、巴黎政治学院、曼彻斯特大学、早稻田大学等校交流项目),文科本一批,5,5300,4
浙江大学,08,人文科学试验班(外国语言文学)(含英语、翻译、德语、法语、西班牙语、日语、俄语；相关专业有曼彻斯特大学“3+1”本硕、英国巴斯大学“3+1”本硕等联合培养项目，早稻田大学、巴黎政治学院、柏林工业大学等校交流项目),文科本一批,1,5300,4
浙江大学,09,社会科学试验班(相关专业有威斯康星麦迪逊分校“3+1+1”本硕、伯明翰大学“2+2”双学位、夏威夷大学“3+2”本硕等联合培养项目，剑桥大学、芝加哥大学、伯克利加州大学、慕尼黑大学等校交流项目；包含专业详见学校招生章程或咨询学校),文科本一批,5,5300,4
浙江大学,22,工科试验班(机械与材料，含卓越人才培养班)(含机械工程、材料科学与工程；相关专业有新加坡国立大学“3+1+1”本硕、巴黎高科国立高等先进技术学院“3+3”本硕等联合培养项目，牛津大学、斯坦福大学、新加坡国立大学等校交流项目),理科本一批,2,6000,4
浙江大学,23,工科试验班(能源、化工与高分子，含卓越人才培养班)(相关专业有瑞典皇家理工学院“3+2”本硕、伊利诺伊大学厄巴纳香槟分校“3+2”本硕、加拿大西安大略大学“2+2”双学位等联合培养项目，剑桥大学、斯坦福大学、芝加哥大学、京都大学等校交流项目；包含专业详见学校招生章程或咨询学校),理科本一批,1,6000,4
浙江大学,24,社会科学试验班(相关专业有威斯康星麦迪逊分校“3+1+1”本硕、伯明翰大学“2+2”双学位、夏威夷大学“3+2”本硕等联合培养项目，剑桥大学、芝加哥大学、伯克利加州大学、慕尼黑大学等校交流项目；包含专业详见学校招生章程或咨询学校),理科本一批,1,5300,4
浙江大学,25,理科试验班类(含拔尖人才培养)(含数学与应用数学、信息与计算科学、统计学、物理学、心理学；相关专业有威斯康星麦迪逊分校“3+2”本硕、荷兰埃因霍芬理工大学“3+2”本硕、巴黎萨克雷大学等联合培养项目，美国莱斯大学、多伦多大学、北卡罗莱纳州立大学等校交流项目),理科本一批,1,5300,4
浙江大学,26,工科试验班(信息)(相关专业有杜克大学“3+2”本硕、西蒙菲沙大学“2+2”双学位、瑞典皇家理工学院“3+2”本硕等联合培养项目，哈佛大学、帝国理工学院、佐治亚理工学院、不列颠哥伦比亚大学、波士顿大学、新加坡国立大学、瑞典斯德哥尔摩大学等校交流项目；包含专业详见学校招生章程或咨询学校),理科本一批,8,6000,4
浙江大学,27,工科试验班(电气与自动化，含卓越人才培养班)(含电气工程及其自动化、电子信息工程；相关专业有荷兰埃因霍芬理工大学“3+2”本硕、巴黎高科国立高等电信学校“3+3”本硕、佛罗里达大学“3+2”本硕、伊利诺伊大学厄巴纳香槟分校“3+2”本硕等联合培养项目，哈佛大学交流项目),理科本一批,2,6900,4
浙江大学,28,工科试验班(建筑与土木，含卓越人才培养班)(含建筑学、城乡规划、土木工程、水利水电工程、交通工程；相关专业有伊利诺伊大学厄巴纳香槟分校“3+2”本硕联合培养项目，康奈尔大学、哈佛大学、西班牙圣帕布洛大学等校交流项目),理科本一批,1,6000,5
浙江大学,29,机器人工程(竺可桢学院)(相关专业有麻省理工学院交流项目),理科本一批,2,6900,4
浙江大学,30,工科试验班(竺可桢学院交叉创新平台)(含机械电子工程、金融学、数学与应用数学、信息管理与信息系统、统计学、会计学；相关专业有耶鲁大学、牛津大学、剑桥大学、新加坡国立大学交流项目),理科本一批,3,6000,4
浙江大学,31,医学试验班(含临床医学；相关专业有哈佛大学、洛杉矶加州大学、匹兹堡大学、布朗大学、慕尼黑大学、不列颠哥伦比亚大学等校交流项目),理科本一批,1,6900,8
浙江大学,32,科技与创意设计试验班(含工业设计；相关专业有英国巴斯大学“3+2”本硕联合培养项目，新加坡国立大学、瑞典斯德哥尔摩大学交流项目),理科本一批,1,6900,4
浙江大学,33,工科试验班(中外合作办学ZJUUIUC联合学院)(含机械工程、电子与计算机工程、电气工程及其自动化、土木工程；只招收有专业志愿的考生；同时获浙江大学毕业证书、学士学位证书和美国伊利诺伊大学厄巴纳香槟校区学士学位证书),理科本一批,1,120000,4
浙江大学医学院,03,医学试验班类(含临床医学；相关专业有西澳大学“3.5+1.5”双学位联合培养项目，洛杉矶加州大学、慕尼黑大学、墨尔本大学等校交流项目),理科本一批,3,6000,5
浙江大学医学院,04,医学试验班类(5+3一体化培养)(5+3医)(含临床医学、口腔医学；相关专业有西澳大学“3.5+1.5”双学位联合培养项目，洛杉矶加州大学、慕尼黑大学、墨尔本大学等校交流项目),理科本一批,7,6000,8
浙江大学医学院(中外合作),05,生物医学(中外合作办学)(ZJUUoE联合学院含生物信息)(只录取有专业志愿的考生；同时获浙江大学毕业证书、学士学位证书和英国爱丁堡大学荣誉学士学位),理科本一批,2,120000,4
复旦大学,26,经济管理试验班(含国家公派留学计划及赴美国南加州大学、英国华威大学、法国巴黎高等商学院等校免学费交流项目；含工商管理、财务管理、管理科学、信息管理与信息系统、数据科学与大数据技术等专业；部分专业课程英语授课，详见复旦大学招生网),文科本一批,2,5000,4
复旦大学,27,历史学类(含赴加拿大女王大学、丹麦哥本哈根大学、日本新潟大学等校免学费交流项目；含历史学、旅游管理、文物与博物馆学专业),文科本一批,1,5000,4
复旦大学,28,经济学类(含荷兰格罗宁根大学双学位项目)(含国家公派留学计划及德国哥廷根大学、慕尼黑大学、法国巴黎政治大学等校免学费交流项目；含经济学、经济学(数理经济方向拔尖项目)、经济学专业国际项目(UIPE)、国际经济与贸易(国际经济学)、金融学、财政学、保险学等专业；部分专业课程英语授课),文科本一批,4,5500,4
复旦大学,29,新闻传播学类(卓越新闻人才计划)(含日本早稻田大学、美国密苏里大学双学位项目；含赴美国北卡莱罗纳大学、德国慕尼黑大学、俄罗斯莫斯科国立大学等校免学费交流项目；含新闻学、广播电视学、传播学、广告学专业),文科本一批,2,5000,4
复旦大学,30,法学(卓越法律人才基地)(含美国亚利桑那州立大学、杜兰大学双学位项目；含国家公派留学计划及赴美国威廉玛丽学院、加拿大皇后大学、德国汉堡大学等校免学费交流项目；部分专业课程英语授课),文科本一批,3,5500,4
复旦大学,31,中国语言文学类(含汉语言文学、汉语言专业),文科本一批,1,5000,4
复旦大学,72,经济管理试验班(含国家公派留学计划及赴美国南加州大学、英国华威大学、法国巴黎高等商学院等校免学费交流项目；含工商管理、财务管理、管理科学、信息管理与信息系统、数据科学与大数据技术等专业；部分专业课程英语授课，详见复旦大学招生网),理科本一批,3,5000,4
复旦大学,73,经济学类(含荷兰格罗宁根大学双学位项目)(含国家公派留学计划及德国哥廷根大学、慕尼黑大学、法国巴黎政治大学等校免学费交流项目；含经济学、经济学(数理经济方向拔尖项目)、经济学专业国际项目(UIPE)、国际经济与贸易(国际经济学)、金融学、财政学、保险学等专业；部分专业课程英语授课),理科本一批,2,5500,4
复旦大学,74,数学类(拔尖人才培养计划)(含数学与应用数学、信息与计算科学、数据科学与大数据技术专业),理科本一批,2,5000,4
复旦大学,F6,工科试验班(新工科本研贯通)(含智能科学与技术(卓越班)、微电子科学与工程(卓越班)专业；本研贯通培养，含与澳大利亚莫纳什大学等“2+2”双学位项目，与加拿大多伦多大学、美国佛罗里达大学等“3+1+1”本硕连读项目),理科本一批,2,5500,4
复旦大学医学院,75,临床医学(八年制本博连读，卓越医生计划)(含赴美国哥伦比亚大学、加州大学戴维斯分校、德国杜伊斯堡-埃森大学等校免学费交流项目；部分专业课程英语授课),理科本一批,3,6500,8
中国人民大学,09,人文科学试验班(含汉语言文学、汉语言、历史学、考古学、世界史、哲学、宗教学、伦理学、马克思主义理论、中国共产党历史),文科本一批,5,5000,4
中国人民大学,10,工商管理类(含工商管理、财务管理、会计学、市场营销、贸易经济、管理科学),文科本一批,5,5000,4
中国人民大学,11,新闻传播学类(含新闻学、广播电视学、广告学、传播学),文科本一批,3,5000,4
中国人民大学,12,社会学类(含社会学、社会工作、公共事业管理(公共政策与人口管理)),文科本一批,2,5000,4
中国人民大学,13,金融学类(含金融学、金融工程、信用管理、保险学),文科本一批,3,5000,4
中国人民大学,14,经济学类(含经济学、能源经济、国际经济与贸易、国民经济管理),文科本一批,5,5000,4
中国人民大学,15,人力资源管理,文科本一批,3,5000,4
中国人民大学,16,法学,文科本一批,2,5000,4
中国人民大学,17,国际政治,文科本一批,3,5000,4
中国人民大学,18,社会科学试验班(管理学科类)(含行政管理、城市管理、土地资源管理、信息管理与信息系统、信息资源管理、档案学、农林经济管理、农村区域发展),文科本一批,6,5000,4
中国人民大学,07,国际政治,理科本一批,2,5000,4
中国人民大学,08,工商管理类(含工商管理、财务管理、会计学、市场营销、贸易经济、管理科学),理科本一批,4,5000,4
中国人民大学,09,新闻传播学类(含新闻学、广播电视学、广告学、传播学),理科本一批,2,5000,4
中国人民大学,10,金融学类(含金融学、金融工程、信用管理、保险学),理科本一批,2,5000,4
中国人民大学,11,经济学类(含经济学、能源经济、国际经济与贸易、国民经济管理),理科本一批,2,5000,4
中国人民大学,12,人力资源管理,理科本一批,2,5000,4
中国人民大学,13,法学,理科本一批,2,5000,4
中国人民大学,14,理科试验班(含统计学、应用统计学、数据科学与大数据技术、经济统计学、计算机科学与技术、信息管理与信息系统、信息安全、软件工程、数学与应用数学、环境科学、环境工程、资源与环境经济学、公共事业管理、物理学、材料物理、化学、应用心理学),理科本一批,17,5000,4
中国人民大学,15,社会科学试验班(管理学科类)(含行政管理、城市管理、土地资源管理、信息管理与信息系统、信息资源管理、档案学、农林经济管理、农村区域发展),理科本一批,3,5000,4
中国人民大学(苏州校区),01,法语(中外合作办学),文科本一批,2,60000,4
中国人民大学(苏州校区),02,金融学(中外合作办学),文科本一批,4,60000,4
中国人民大学(苏州校区),01,法语(中外合作办学),理科本一批,2,60000,4
中国人民大学(苏州校区),02,金融学(中外合作办学),理科本一批,4,60000,4
上海交通大学,03,经济管理试验班(含金融学、国际经济与贸易、经济学、工商管理、会计学、人力资源管理、信息管理与信息系统；试验班采用“主修专业+辅修模块”培养模式，即学生在修读1个主修专业(专业不限人数)的同时，将自主选择修读1个辅修模块，充分尊重学生专业选择的意愿；工商管理含市场营销、商务数据科学方向),文科本一批,1,6500,4
上海交通大学,16,机械类(国际化人才培养试点班)(含机械工程、能源与动力工程；含“钱学森班”(拔尖人才计划)，以及与宾夕法尼亚大学、卡耐基梅隆大学、西北大学、加州大学伯克利分校、普渡大学、多伦多大学、挪威科技大学、瑞典皇家理工学院、慕尼黑工大等校合作的“3+1+1”本硕连读、“2+2”双学位、学期交流以及国际联合毕业设计等项目),理科本一批,1,5000,4
上海交通大学,17,电子信息类(IEEE试点班)(含自动化、计算机科学与技术、信息安全；电子信息类(IEEE试点班)为美国电气和电子工程师协会授权批准的首个试点班，充分利用IEEE协会教育及科研资源，开展国际化办学；含华盛顿大学、俄亥俄州立大学本硕连读项目；新加坡国立大学、威斯康星大学、佛罗里达大学、柏林工业大学、都灵理工大学等学期交流及短期游学项目),理科本一批,4,6500,4
上海交通大学,18,人工智能(成绩优异且满足直升研究生条件的学生，可优先进入“吴文俊人工智能荣誉博士班”),理科本一批,2,6500,4
上海交通大学,19,经济管理试验班(含金融学、国际经济与贸易、经济学、工商管理、会计学、人力资源管理、信息管理与信息系统；试验班采用“主修专业+辅修模块”培养模式，即学生在修读1个主修专业(专业不限人数)的同时，将自主选择修读1个辅修模块，充分尊重学生专业选择的意愿；工商管理含市场营销、商务数据科学方向),理科本一批,1,6500,4
上海交通大学,20,电子信息类(中外合作办学)(交大密西根学院)(含机械工程、电子与计算机工程、材料科学与工程；不报不录；自主选择三个工科大类专业，涵盖通信、计算机工程、人工智能、设计与制造、机电一体化、计算材料、纳米材料等学科方向；含数据科学、计算机科学、创业等跨学科辅修专业；含与美国密西根大学的本科双学位项目，含众多海外名校的“3+2”“4+1”本硕连读项目；含超过100所大学的免学费国际交流交换项目，含五大洲10个国家的冬季游学项目；含由Inter、GM、博世、滴滴等众多企业赞助的毕业设计项目，以及跨学科跨国境的国际合作毕业设计项目；可申请多种丰厚奖学金、助学金),理科本一批,1,75000,4
上海交通大学医学院,07,临床医学(卓越医学创新人才计划；含美国等国家临床实践交流项目),理科本一批,4,6500,8
上海交通大学医学院,08,儿科学(5+3)(卓越医学创新人才计划，5+3一体化),理科本一批,1,6500,5
上海交通大学医学院,09,临床医学(卓越医学创新人才计划；含美国等国家临床实践交流项目),理科本一批,1,6500,5
武汉大学,22,人文科学试验班(弘毅学堂)(含汉语言文学、哲学、历史学、国学，基础学科拔尖学生培养试验计划),文科本一批,3,待定,4
武汉大学,23,社会科学试验班(信息管理类)(含图书馆学、档案学、编辑出版学、信息管理与信息系统、电子商务),文科本一批,6,待定,4
武汉大学,24,哲学类(含哲学、宗教学),文科本一批,2,待定,4
武汉大学,25,经济学类(含经济学、金融工程、国际经济与贸易、财政学、金融学、保险学),文科本一批,5,待定,4
武汉大学,26,法学,文科本一批,5,待定,4
武汉大学,27,外国语言文学类(含英语、翻译、法语、日语、俄语、德语；口吃者不宜报考),文科本一批,4,待定,4
武汉大学,28,政治学类(含政治学与行政学、外交学),文科本一批,3,待定,4
武汉大学,29,社会学类(含社会学、社会工作),文科本一批,3,待定,4
武汉大学,30,中国语言文学类(含汉语言文学、汉语国际教育),文科本一批,4,待定,4
武汉大学,31,心理学,文科本一批,2,待定,4
武汉大学,32,新闻传播学类(含新闻学、广播电视学、广告学、传播学),文科本一批,4,待定,4
武汉大学,33,历史学类(含历史学、世界史、考古学),文科本一批,4,待定,4
武汉大学,34,工商管理类(含工程管理、物流管理、工商管理、市场营销、会计学、财务管理、人力资源管理),文科本一批,5,待定,4
武汉大学,35,公共管理类(含行政管理、公共事业管理、劳动与社会保障),文科本一批,3,待定,4
武汉大学,45,社会科学试验班(信息管理类)(含图书馆学、档案学、编辑出版学、信息管理与信息系统、电子商务),理科本一批,4,待定,4
武汉大学,46,理科试验班(资源与环境类)(含地理科学、人文地理与城乡规划、地理信息科学、环境工程、环境科学、土地资源管理),理科本一批,11,待定,4
武汉大学,47,工科试验班(弘毅学堂)(含计算机科学与技术、机械类(先进制造)、土木类(国际工程)；基础学科拔尖学生培养试验计划),理科本一批,5,待定,4
武汉大学,48,工科试验班(动力与机械类)(含机械设计制造及其自动化、材料成型及控制工程、金属材料工程、能源与动力工程、能源化学工程、核工程与核技术),理科本一批,12,待定,4
武汉大学,49,理科试验班(弘毅学堂)(含数学与应用数学、物理学、化学、生物科学；基础学科拔尖学生培养试验计划),理科本一批,5,待定,4
武汉大学,50,法学,理科本一批,2,待定,4
武汉大学,51,经济学类(含经济学、金融工程、国际经济与贸易、财政学、金融学、保险学),理科本一批,4,待定,4
武汉大学,52,金融学类(弘毅学堂数理经济与数理金融试验班)(含金融学、经济学；基础学科拔尖学生培养试验计划),理科本一批,3,待定,4
武汉大学,53,数学类(含数学与应用数学、信息与计算科学、统计学),理科本一批,6,待定,4
武汉大学,54,物理学类(含物理学、材料物理、微电子科学与工程),理科本一批,10,待定,4
武汉大学,55,化学类(含化学、应用化学；嗅觉迟钝者不宜报考),理科本一批,2,待定,4
武汉大学,56,地球物理学(色盲、色弱及肢体残疾者不宜报考),理科本一批,3,待定,4
武汉大学,57,电气类(含电气工程及其自动化、自动化；色盲、色弱者不宜报考),理科本一批,13,待定,4
武汉大学,58,生物科学类(含生物科学、生物技术、生态学),理科本一批,4,待定,4
武汉大学,59,水利类(含水利水电工程、水文与水资源工程、港口航道与海岸工程、农业水利工程),理科本一批,12,待定,4
武汉大学,60,计算机类(计算机学院)(含计算机科学与技术、软件工程),理科本一批,12,待定,4
武汉大学,61,土木类(含土木工程、给排水科学与工程、工程力学),理科本一批,8,待定,4
武汉大学,62,电子信息类(含电子信息工程、通信工程、电波传播与天线、电子信息科学与技术、光电信息科学与工程、测控技术与仪器),理科本一批,15,待定,4
武汉大学,63,测绘类(含测绘工程、导航工程；色盲、色弱及肢体残疾者不宜报考),理科本一批,9,待定,4
武汉大学,64,计算机类(国家网络安全学院)(含网络空间安全、信息安全),理科本一批,9,待定,4
武汉大学,66,遥感科学与技术(含遥感科学与技术、地理国情监测、空间信息与数字技术；色盲、色弱及肢体残疾者不宜报考),理科本一批,10,待定,4
武汉大学,67,轻工类(含印刷工程、包装工程),理科本一批,3,待定,4
武汉大学,68,建筑类(含建筑学、城乡规划),理科本一批,3,待定,5
武汉大学,69,口腔医学(八年制)(八年一贯制),理科本一批,2,待定,8
武汉大学,70,临床医学(5+3一体化)(“5+3”一体化培养),理科本一批,3,待定,8
武汉大学,71,临床医学(八年制)(八年一贯制),理科本一批,4,待定,8
武汉大学,72,临床医学类(含临床医学(五年制)、医学检验技术(四年制)),理科本一批,4,待定,4
武汉大学,73,公共卫生与预防医学类(含全球健康学(四年制)、预防医学(五年制)),理科本一批,2,待定,4
武汉大学,74,工商管理类(含工程管理、物流管理、工商管理、市场营销、会计学、财务管理、人力资源管理),理科本一批,4,待定,4
武汉大学,75,公共管理类(含行政管理、公共事业管理、劳动与社会保障),理科本一批,2,待定,4
武汉大学(中外合作),65,建筑学(中外合作办学)(投档分不低于理工类投档分下20分，且英语单科成绩不低于卷面满分的80%；前四年在国内学习；第五年在英国邓迪大学学习，学费由邓迪大学按该校当年专业学费标准收取),理科本一批,4,待定,5
南京大学,51,社会科学试验班(含法学、社会学、社会工作、应用心理学、政治学与行政学、行政管理、劳动与社会保障、国际政治、信息管理与信息系统(大数据管理应用方向)、图书馆学(公共数字文化方向)、档案学(经济与科技档案方向)、编辑出版学(数字化出版与新媒体方向)),文科本一批,2,待定,4
南京大学,52,外国语言文学类(含英语、德语、法语、西班牙语),文科本一批,3,待定,4
南京大学,53,经济管理试验班(含经济学、金融学、金融工程、保险学、经济学(产业经济学方向)、工商管理、市场营销、会计学、财务管理、电子商务、工商管理(人力资源方向)、国际经济与贸易),文科本一批,4,待定,4
南京大学,54,人文科学试验班(人文艺术传播类)(含哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学(文物鉴定方向)),文科本一批,7,待定,4
南京大学,F9,经济管理试验班(含经济学、金融学、金融工程、保险学、经济学(产业经济学方向)、工商管理、市场营销、会计学、财务管理、电子商务、工商管理(人力资源方向)、国际经济与贸易),理科本一批,5,待定,4
南京大学,G0,理科试验班类(化学与生命科学类)(含环境工程、生物科学、生物技术、生态学、化学、应用化学、环境科学(环境规划与管理方向)、环境科学(环境化学与环境生物方向)),理科本一批,5,待定,4
南京大学,G1,理科试验班类(匡亚明学院大理科班)(含物理学类、计算机类、数学类、化学类、生物科学类、天文学类),理科本一批,2,待定,4
南京大学,G2,工科试验班(含材料物理、材料化学、新能源科学与工程、光电信息科学与工程、生物医学工程、自动化、工业工程类、建筑学、城乡规划),理科本一批,9,待定,4
南京大学,G3,理科试验班(数理科学类)(含数学与应用数学、信息与计算科学、统计学、物理学、应用物理学、声学、天文学、空间科学与技术、大气科学类),理科本一批,9,待定,4
南京大学,G4,电子信息类(含电子信息科学与技术、通信工程、微电子科学与工程、集成电路设计与集成系统),理科本一批,5,待定,4
南京大学,G5,计算机科学与技术,理科本一批,3,待定,4
南京大学,G6,人工智能,理科本一批,2,待定,4
南京大学,G7,软件工程,理科本一批,5,待定,4
中山大学,18,汉语言文学(广州),文科本一批,2,6060,4
中山大学,19,经济学类(广州)(含国际商务、管理科学、金融学、经济学),文科本一批,3,6060,4
中山大学,20,社会学类(含人类学、社会学、考古学),文科本一批,3,6060,4
中山大学,21,法学,文科本一批,3,6060,4
中山大学,22,外国语言文学类(广州)(含英语、德语、日语、法语),文科本一批,4,6850,4
中山大学,23,工商管理类(含工商管理、会计学),文科本一批,2,6060,4
中山大学,24,新闻传播学类(含新闻学、传播学),文科本一批,2,6060,4
中山大学,25,公共管理类(含行政管理、政治学与行政学),文科本一批,3,6060,4
中山大学,26,哲学(珠海),文科本一批,2,6060,4
中山大学,27,图书情报与档案管理类(含信息管理与信息系统、图书馆学、档案学),文科本一批,2,6060,4
中山大学,28,历史学(珠海),文科本一批,3,6060,4
中山大学,29,外国语言文学类(珠海)(含英语、阿拉伯语、西班牙语、朝鲜语、俄语),文科本一批,3,6060,4
中山大学,30,经济学类(珠海)(含经济学、金融学、工商管理、会计学),文科本一批,5,6060,4
中山大学,31,国际政治,文科本一批,3,6060,4
中山大学,32,旅游管理类(含旅游管理、会展经济与管理),文科本一批,2,6060,4
中山大学,58,经济学类(广州)(含国际商务、管理科学、金融学、经济学),理科本一批,6,6060,4
中山大学,59,工商管理类(含工商管理、会计学),理科本一批,3,6060,4
中山大学,60,数学类(广州)(含数学与应用数学、统计学),理科本一批,3,6850,4
中山大学,61,地理科学类(含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学、城乡规划),理科本一批,4,6850,5
中山大学,62,生物科学类(含生物科学、生物技术、生态学),理科本一批,4,6850,4
中山大学,63,物理学类(广州)(含物理学、光电信息科学与工程(理学)),理科本一批,2,6850,4
中山大学,64,计算机类(广州)(含计算机科学与技术、网络空间安全、信息与计算科学、软件工程),理科本一批,6,6850,4
中山大学,65,电子信息类(广州)(含电子信息科学与技术、通信工程、微电子科学与工程、光电信息科学与工程(工学)),理科本一批,4,6850,4
中山大学,66,环境科学与工程类(含环境科学、环境工程),理科本一批,2,6850,4
中山大学,67,保密管理,理科本一批,2,6850,4
中山大学,68,临床医学,理科本一批,2,7660,8
中山大学,69,临床医学(广州),理科本一批,10,7660,5
中山大学,70,口腔医学(5+3医),理科本一批,2,7660,8
中山大学,71,基础医学,理科本一批,2,7660,5
中山大学,72,药学(广州),理科本一批,3,7660,4
中山大学,73,预防医学(广州),理科本一批,2,7660,5
中山大学,74,口腔医学,理科本一批,2,7660,5
中山大学,75,经济学类(珠海)(含经济学、金融学、工商管理、会计学),理科本一批,8,6060,4
